"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_n","root_n","exudate_n","soil_n","fungal_control_n","fungal_out_n","fungal_in_n","fungi_old_n","leaf_present","root_present","exudate_present","soil_present","fungal_control_present","fungal_out_present","fungal_in_present","fungi_old_present","plant_present","fungus_present","plant_and_fungus","cross_pattern"
2266,0.482,239.11287,"Unknown","[M+H]+","ion correlated with 2200; ion correlated with 1822; ion correlated with 2220; ion correlated with 851; ion correlated with 2488",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",82.31,0,0,0,0,0,0,0,158206,217116,164409,225324,218220,252923,2190131,1581262,1892032,84404,196507,38814,145835,297523,208249,0,0,0,0,0,0,"F2266_mz239.1129_rt0.48",0,2190131,2190132,TRUE,15,3,0,0,0,3,3,3,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2268,7.82,239.1492,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",11.87,11339,19138,23392,0,17113,13411,14566,125610,67170,20998,17533,19752,19259,120176,57889,24808,20388,19358,19309,28771,20561,34389,12507,13222,15909,16842,16860,17301,"F2268_mz239.1492_rt7.82",17956.3333333333,125610,6.99496955746956,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2269,0.763,239.1503,"Unknown","[M+H]+","ion correlated with 2399; ion correlated with 2115",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",25.57,0,34379,35427,0,29947,30762,35435,161238,212743,174112,157948,78867,114382,0,37744,22012,33981,50170,65680,77080,150745,103121,19073,0,0,37282,29908,38347,"F2269_mz239.1503_rt0.76",23268.6666666667,212743,9.1425460900457,TRUE,21,2,1,3,3,3,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2271,3.547,239.62283,"Unknown","[M+H]+","ion correlated with 4251; ion correlated with 4188; ion correlated with 3963; ion correlated with 4106",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2385.22,0,0,0,0,0,0,0,0,0,0,0,0,0,87943,129817,108705,0,0,0,0,0,0,5504,0,0,0,0,0,"F2271_mz239.6228_rt3.55",0,129817,129818,TRUE,4,3,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2274,0.39,239.96683,"Unknown","[M+H]+","ion correlated with 1974; ion correlated with 1246",0.857,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",7020.12,0,0,2268,0,2929592,2178421,2446118,2958948,2327769,2140659,1723934,840550,894269,1897707,2175080,2636611,283852,563613,389332,1065400,1635212,1742664,2269990,1471371,1521987,8133830,9927993,5313932,"F2274_mz239.9668_rt0.39",756,9927993,13114.9194187583,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2275,1.187,240.06938,"Unknown","[M+H]+","ion correlated with 3770",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",66.45,0,0,0,0,0,0,0,187796,42494,42928,29995,136777,135135,0,0,0,4953,16216,2783,19552,34076,31820,0,0,0,0,0,0,"F2275_mz240.0694_rt1.19",0,187796,187797,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2276,0.683,240.07144,"Unknown","[M+H]+","similar chromatogram in higher mz_3646",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2335.71,0,0,0,0,0,0,0,0,0,0,0,0,0,50858,34304,116786,0,0,0,0,0,0,0,0,0,0,0,0,"F2276_mz240.0714_rt0.68",0,116786,116787,TRUE,3,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2277,0.781,240.08684,"Unknown","[M+H]+","ion correlated with 2085; ion correlated with 1891; ion correlated with 1688; ion correlated with 1086; ion correlated with 2116; ion correlated with 2115; ion correlated with 2621; ion correlated with 1728",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",937.85,0,0,0,0,0,0,0,238636,332267,228736,303313,177221,217595,0,0,0,0,23600,17651,110540,211612,263794,0,0,0,0,0,0,"F2277_mz240.0868_rt0.78",0,332267,332268,TRUE,11,0,0,0,0,3,3,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2278,0.45,240.09785,"Unknown","[M+H]+",NA,0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",46.96,0,0,0,0,0,0,0,247969,245777,255235,296392,219898,212726,0,0,0,84849,148828,64438,105440,257350,271261,0,0,0,0,0,0,"F2278_mz240.0978_rt0.45",0,296392,296393,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2279,1.608,240.12056,"Unknown","[M+H]+","ion correlated with 4254; ion correlated with 4012; ion correlated with 4748; ion correlated with 3469; ion correlated with 2185; ion correlated with 4161; ion correlated with 2023; ion correlated with 1898; ion correlated with 2131; ion correlated with 4992; ion correlated with 3671; ion correlated with 4958; ion correlated with 4984; ion correlated with 2119; ion correlated with 4982",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",29.55,0,0,0,0,0,0,0,0,0,2746,0,0,1778,204263,174070,182929,1962,0,0,0,0,2012,0,0,0,0,0,0,"F2279_mz240.1206_rt1.61",0,204263,204264,TRUE,7,3,0,0,0,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2280,0.908,240.12343,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",94.09,0,0,0,0,0,0,0,677747,285081,220955,153143,232880,236690,0,0,0,16216,91958,40248,123230,131958,205304,0,0,0,0,0,0,"F2280_mz240.1234_rt0.91",0,677747,677748,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2281,1.007,240.12349,"Unknown","[M+H]+","ion correlated with 2434; ion correlated with 1927; ion correlated with 2250",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",49.01,0,2391,0,0,1784,0,1983,318624,147981,132543,189397,501233,493190,0,0,0,68192,101917,56838,147060,195434,213594,0,0,0,2518,3044,0,"F2281_mz240.1235_rt1.01",797,501233,628.112781954887,TRUE,16,0,0,2,2,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2282,0.917,240.14444,"Unknown","[M+H]+","ion correlated with 2069; ion correlated with 1929",0.5,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",129.1,21457,75427,87305,0,77496,71302,64046,246738,419945,379083,324418,238758,300514,3285096,1702184,1961505,158154,319616,239720,358877,500108,511538,104657,96278,126226,68129,72980,61990,"F2282_mz240.1444_rt0.92",61396.3333333333,3285096,53.5055322706741,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2283,0.781,240.17101,"Unknown","[M+H]+","ion correlated with 2073; ion correlated with 3474; ion correlated with 3797; ion correlated with 3893",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",22.12,0,3733,2386,0,2797,0,0,87165,136327,73059,16570,0,0,0,0,0,0,0,0,0,78127,78001,0,0,0,0,0,2732,"F2283_mz240.171_rt0.78",2039.66666666667,136327,66.8056190787324,TRUE,8,0,0,1,1,3,2,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
2284,0.522,240.98782,"Unknown","[M+H]+",NA,0.536,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",302.83,0,0,0,0,0,0,0,274742,156364,337545,440552,953571,1015856,191164,340614,260954,924704,907129,748662,648502,344349,470068,1881644,1699955,1249647,0,0,0,"F2284_mz240.9878_rt0.52",0,1881644,1881645,TRUE,18,3,3,0,0,3,3,3,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2285,0.639,240.98813,"Unknown","[M+H]+",NA,0.5,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",200.93,0,0,0,0,0,0,13422,302482,288821,388629,328985,483462,561369,319724,407337,284650,757443,604858,577957,709170,383804,354217,696018,690794,761086,7246,122872,38165,"F2285_mz240.9881_rt0.64",0,761086,761087,TRUE,22,3,3,1,3,3,3,3,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2286,0.538,241.07494,"Unknown","[M+H]+","ion correlated with 5147",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",62.92,0,1306,7190,0,0,0,0,279901,288393,155215,73427,0,0,0,0,0,0,57961,119777,257258,282347,241910,0,0,0,0,0,0,"F2286_mz241.0749_rt0.54",2832,288393,101.798093893399,TRUE,9,0,0,0,0,3,3,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
2287,1.408,241.09746,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",31.13,28455,19407,16197,0,16701,19132,13467,208946,96336,68256,37500,16776,32038,17857,20774,16575,35703,43977,31559,67946,93036,84809,33247,36332,34218,14301,17972,19786,"F2287_mz241.0975_rt1.41",21353,208946,9.78491149199213,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2288,1.076,241.09773,"Unknown","[M+H]+","ion correlated with 1943",0.357,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",95.19,46717,22977,19086,0,16605,14431,21345,475237,415120,417976,1472006,664509,405443,39086,6291,7519,160192,214564,147497,359464,488065,469192,73202,58101,44050,24169,23981,16990,"F2288_mz241.0977_rt1.08",29593.3333333333,1472006,49.7394884155751,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2289,0.772,241.15492,"Unknown","[M+H]+",NA,0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",85.92,0,4025,2838,0,2458,0,4905,461984,329731,295886,682788,744071,729295,435973,224833,327640,16700,58160,34009,162971,248972,250125,25558,15429,72200,2794,3461,3217,"F2289_mz241.1549_rt0.77",2287.66666666667,744071,325.111564229537,TRUE,23,3,3,2,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2290,0.496,241.15527,"Unknown","[M+H]+",NA,0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",41.88,0,3460,2670,0,0,0,0,184106,111457,153300,260886,499321,271477,574274,428270,322986,64500,212372,71742,140236,255235,186030,192757,180632,221314,0,0,0,"F2290_mz241.1553_rt0.5",2043.33333333333,574274,280.910647317789,TRUE,18,3,3,0,0,3,3,3,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2291,2.701,241.1801,"Unknown","[M+H]+","ion correlated with 3944; ion correlated with 3988; similar chromatogram in higher mz_3988; similar chromatogram in higher mz_3944; similar chromatogram in higher mz_3218",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",46.9,1900,1402,0,0,2421,1370,1431,1916,2123,0,1507,0,0,2843,2619,6944,0,0,0,0,2089,1873,284186,455107,482360,0,1286,1802,"F2291_mz241.1801_rt2.7",1100.66666666667,482360,437.846596066566,TRUE,16,3,3,3,2,2,2,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2292,1.201,241.18018,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",14.53,19868,12595,18946,0,17724,17079,15845,66259,39357,65314,60458,34644,25662,17540,36594,152700,26243,35337,26167,22446,56475,42045,9202,10219,5379,19732,18287,14949,"F2292_mz241.1802_rt1.2",17136.3333333333,152700,8.91042947171866,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2293,3.544,241.19565,"Unknown","[M+H]+","ion correlated with 1041; ion correlated with 779; ion correlated with 2014; ion correlated with 2157; ion correlated with 3115; ion correlated with 3702; ion correlated with 376; ion correlated with 741; ion correlated with 1141; ion correlated with 1166; ion correlated with 1379; ion correlated with 1521; ion correlated with 1546; ion correlated with 1693; ion correlated with 1893; ion correlated with 1991; ion correlated with 2563; ion correlated with 3959; ion correlated with 3318; ion correlated with 3338; ion correlated with 956; ion correlated with 397; ion correlated with 597; ion correlated with 625; ion correlated with 1019; ion correlated with 1190; ion correlated with 1257; ion correlated with 1349; ion correlated with 1630; ion correlated with 1752; ion correlated with 2317; ion correlated with 2448; ion correlated with 2474; ion correlated with 2676; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3098; ion correlated with 3118; ion correlated with 3504; ion correlated with 3745; ion correlated with 3906; ion correlated with 5013; ion correlated with 5038; ion correlated with 5047; ion correlated with 4092; ion correlated with 3515; ion correlated with 4188; ion correlated with 3942; ion correlated with 4987; found in higher mz's MsMs_3115; found in higher mz's MsMs_3702; found in higher mz's MsMs_5005; found in higher mz's MsMs_3847; found in higher mz's MsMs_3976",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",17.65,0,0,1354,0,0,0,1544,4690,0,2176,2569,1969,0,81699,87470,185402,0,2361,1399,3966,1974,2619,1643,0,1745,0,0,3772,"F2293_mz241.1956_rt3.54",451.333333333333,185402,409.881355932203,TRUE,16,3,2,1,1,2,3,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2296,0.393,241.99988,"Unknown","[M+H]+",NA,0.857,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1384.11,0,0,0,0,2166752,1638068,1648396,3698314,3145896,3041771,1927675,1126884,1278095,7884508,6453557,10563255,351278,789209,503907,1523971,2316021,2269876,4367554,3391491,5595202,7797754,7852005,4840040,"F2296_mz241.9999_rt0.39",0,10563255,10563256,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2301,0.597,242.08765,"Unknown","[M+H]+","ion correlated with 1871; ion correlated with 2355; ion correlated with 2367; ion correlated with 1685; ion correlated with 1600; ion correlated with 2626; similar chromatogram in higher mz_2463",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,273229,112291,153215,0,0,0,0,0,26632,24172,0,0,0,0,0,"F2301_mz242.0876_rt0.6",0,273229,273230,TRUE,5,3,1,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2302,0.959,242.10034,"Unknown","[M+H]+",NA,0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",72.37,0,0,0,0,0,1954,0,53698,48131,15916,73101,433332,388335,283392,308454,292084,106534,45736,60573,13607,56115,41754,129494,163974,165902,2244,0,0,"F2302_mz242.1003_rt0.96",0,433332,433333,TRUE,20,3,3,1,1,3,3,3,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2303,0.484,242.103,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",79.22,0,0,0,0,3044,0,0,173163,111016,0,74372,239705,216821,36138,0,0,0,0,0,0,0,56507,0,0,0,0,0,3155,"F2303_mz242.103_rt0.48",0,239705,239706,TRUE,9,1,0,1,1,2,1,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2304,0.781,242.11382,"Unknown","[M+H]+","ion correlated with 3615; ion correlated with 4520; ion correlated with 2538; ion correlated with 3644; ion correlated with 1756",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",136.95,0,0,0,0,0,0,0,449706,449826,378829,160148,22158,30922,0,0,0,37002,91956,41524,249235,393806,451409,0,0,0,0,0,0,"F2304_mz242.1138_rt0.78",0,451409,451410,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2305,0.954,242.18654,"Unknown","[M+H]+","ion correlated with 2456; similar chromatogram in higher mz_3984",0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1714.83,0,0,2279,0,0,0,0,4865067,5569112,5499121,7825388,5871309,5633109,0,0,0,2597822,4094396,2491746,6266223,7472272,6985831,0,0,0,5613,2372,0,"F2305_mz242.1865_rt0.95",759.666666666667,7825388,10287.5403155127,TRUE,14,0,0,0,2,3,3,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2308,0.993,242.66618,"Unknown","[M+H]+","ion correlated with 4404; ion correlated with 4390; ion correlated with 4449; ion correlated with 4083; ion correlated with 4382; ion correlated with 4581; ion correlated with 4508; ion correlated with 2196; ion correlated with 2439",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2697.82,0,0,0,0,0,0,0,84736,113373,156409,38260,6649,0,0,0,0,0,11981,7440,56894,84666,77744,0,0,0,0,0,0,"F2308_mz242.6662_rt0.99",0,156409,156410,TRUE,10,0,0,0,0,3,3,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2309,0.428,242.86566,"Unknown","[M+H]+","ion correlated with 1143",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",102.57,0,0,0,0,37242,17624,9233,8900,11476,0,16226,8526,13605,21659,18653,56080,0,0,0,0,0,10288,0,0,0,182376,222694,88649,"F2309_mz242.8657_rt0.43",0,222694,222695,TRUE,15,3,0,3,3,2,1,0,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2310,0.415,242.92603,"Unknown","[M+H]+","ion correlated with 228; ion correlated with 1999",0.464,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",321.4,0,0,0,0,291142,323810,311308,1191645,1320171,1075122,2145590,3219756,3286192,0,0,0,825015,906531,786255,1186523,1357269,1143443,62035,53584,56335,341113,357568,611481,"F2310_mz242.926_rt0.42",0,3286192,3286193,TRUE,21,0,3,3,3,3,3,3,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2311,0.919,243.02689,"Unknown","[M+H]+","ion correlated with 3141; ion correlated with 3275",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",18.07,9633,1996,0,0,0,0,0,0,0,0,0,0,0,64454,132625,72345,0,0,0,0,0,0,0,0,0,2257,0,0,"F2311_mz243.0269_rt0.92",3876.33333333333,132625,34.2054676753783,TRUE,4,3,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2312,0.42,243.09404,"Unknown","[M+H]+",NA,0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",16.49,0,12954,10377,0,0,3983,0,0,33185,15229,11307,9692,22731,270544,461414,266660,31486,40750,43355,45118,39116,28316,414153,384444,177207,7333,0,9001,"F2312_mz243.094_rt0.42",7777,461414,59.3230907688352,TRUE,20,3,3,1,2,2,3,3,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2314,1.091,243.13443,"Unknown","[M+H]+",NA,0.464,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",268.73,0,4299,6005,0,6295,6882,2521,5525849,5525246,5994894,5145332,1409478,1755502,0,0,0,1568702,2504326,1735221,3720754,4991014,4771084,379736,0,0,2542,4391,3267,"F2314_mz243.1344_rt1.09",3434.66666666667,5994894,1744.90006791501,TRUE,19,0,1,3,3,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2315,0.459,243.14558,"Unknown","[M+H]+","ion correlated with 1971",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",25.38,0,0,0,0,0,0,0,275899,423337,341776,461608,254378,261775,0,0,0,145101,383597,185397,325403,315749,338261,0,0,0,0,0,0,"F2315_mz243.1456_rt0.46",0,461608,461609,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2316,0.44,243.18379,"Unknown","[M+H]+",NA,0.25,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",39.8,0,0,0,0,0,0,0,197521,382720,289301,576410,1146483,744240,755360,220944,560458,15238,49192,24878,18311,144576,81047,13324,14703,33865,0,0,0,"F2316_mz243.1838_rt0.44",0,1146483,1146484,TRUE,18,3,3,0,0,3,3,3,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2317,3.547,243.21117,"Unknown","[M+H]+","ion correlated with 419; ion correlated with 3115; ion correlated with 3702; ion correlated with 3318; ion correlated with 3338; ion correlated with 597; ion correlated with 625; ion correlated with 994; ion correlated with 1190; ion correlated with 1257; ion correlated with 1630; ion correlated with 2448; ion correlated with 2474; ion correlated with 2676; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3504; ion correlated with 3745; ion correlated with 3906; ion correlated with 5005; ion correlated with 5013; ion correlated with 5038; ion correlated with 3515",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",17.45,0,0,0,0,0,0,0,0,0,0,0,0,0,374510,474130,950780,0,0,0,0,0,0,7237,0,2412,0,0,0,"F2317_mz243.2112_rt3.55",0,950780,950781,TRUE,5,3,2,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2318,2.077,243.21127,"Unknown","[M+H]+","ion correlated with 742; ion correlated with 1018; ion correlated with 2447; ion correlated with 2674; ion correlated with 2950; ion correlated with 3503; ion correlated with 3907; ion correlated with 3941; ion correlated with 5004; ion correlated with 5012; ion correlated with 5039; ion correlated with 4118; ion correlated with 3851; ion correlated with 3979",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1270169,815521,952368,0,0,0,0,0,0,1885,0,0,0,0,0,"F2318_mz243.2113_rt2.08",0,1270169,1270170,TRUE,4,3,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
